Date,Country_Region,Population,New_Confirmed_Cases,Remaining_Confirmed_Cases,Total_Confirmed_Cases,New_Recovered_Cases,Total_Recovered_Cases,New_Fatalities,Total_Fatalities
2020-03-21,Liechtenstein,37910.0,9,37,37,0,0,0,0
2020-03-22,Liechtenstein,37910.0,0,37,37,0,0,0,0
2020-03-23,Liechtenstein,37910.0,14,51,51,0,0,0,0
2020-03-24,Liechtenstein,37910.0,0,51,51,0,0,0,0
2020-03-25,Liechtenstein,37910.0,0,51,51,0,0,0,0
2020-03-26,Liechtenstein,37910.0,5,56,56,0,0,0,0
2020-03-27,Liechtenstein,37910.0,0,56,56,0,0,0,0
2020-03-28,Liechtenstein,37910.0,0,56,56,0,0,0,0
2020-03-29,Liechtenstein,37910.0,0,56,56,0,0,0,0
2020-03-30,Liechtenstein,37910.0,6,62,62,0,0,0,0
2020-03-31,Liechtenstein,37910.0,6,68,68,0,0,0,0
2020-04-01,Liechtenstein,37910.0,0,68,68,0,0,0,0
2020-04-02,Liechtenstein,37910.0,7,75,75,0,0,0,0
2020-01-22,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-01-23,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-01-24,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-01-25,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-01-26,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-01-27,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-01-28,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-01-29,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-01-30,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-01-31,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-01,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-02,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-03,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-04,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-05,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-06,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-07,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-08,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-09,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-10,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-11,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-12,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-13,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-14,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-15,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-16,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-17,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-18,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-19,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-20,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-21,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-22,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-23,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-24,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-25,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-26,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-27,Lithuania,2789533.0,0,0,0,0,0,0,0
2020-02-28,Lithuania,2789533.0,1,1,1,0,0,0,0
2020-02-29,Lithuania,2789533.0,0,1,1,0,0,0,0
2020-03-01,Lithuania,2789533.0,0,1,1,0,0,0,0
2020-03-02,Lithuania,2789533.0,0,1,1,0,0,0,0
2020-03-03,Lithuania,2789533.0,0,1,1,0,0,0,0
2020-03-04,Lithuania,2789533.0,0,1,1,0,0,0,0
2020-03-05,Lithuania,2789533.0,0,1,1,0,0,0,0
2020-03-06,Lithuania,2789533.0,0,1,1,0,0,0,0
2020-03-07,Lithuania,2789533.0,0,1,1,0,0,0,0
2020-03-08,Lithuania,2789533.0,0,1,1,0,0,0,0
2020-03-09,Lithuania,2789533.0,0,1,1,0,0,0,0
2020-03-10,Lithuania,2789533.0,0,1,1,0,0,0,0
2020-03-11,Lithuania,2789533.0,2,3,3,0,0,0,0
2020-03-12,Lithuania,2789533.0,0,3,3,0,0,0,0
2020-03-13,Lithuania,2789533.0,3,6,6,0,0,0,0
2020-03-14,Lithuania,2789533.0,2,8,8,0,0,0,0
2020-03-15,Lithuania,2789533.0,4,11,12,1,1,0,0
2020-03-16,Lithuania,2789533.0,5,16,17,0,1,0,0
2020-03-17,Lithuania,2789533.0,8,24,25,0,1,0,0
2020-03-18,Lithuania,2789533.0,2,26,27,0,1,0,0
2020-03-19,Lithuania,2789533.0,9,35,36,0,1,0,0
2020-03-20,Lithuania,2789533.0,13,48,49,0,1,0,0
2020-03-21,Lithuania,2789533.0,34,81,83,0,1,1,1
2020-03-22,Lithuania,2789533.0,60,141,143,0,1,0,1
2020-03-23,Lithuania,2789533.0,36,177,179,0,1,0,1
2020-03-24,Lithuania,2789533.0,30,206,209,0,1,1,2
2020-03-25,Lithuania,2789533.0,65,269,274,0,1,2,4
2020-03-26,Lithuania,2789533.0,25,294,299,0,1,0,4
2020-03-27,Lithuania,2789533.0,59,352,358,0,1,1,5
2020-03-28,Lithuania,2789533.0,36,386,394,0,1,2,7
2020-03-29,Lithuania,2789533.0,66,452,460,0,1,0,7
2020-03-30,Lithuania,2789533.0,31,477,491,6,7,0,7
2020-03-31,Lithuania,2789533.0,46,522,537,0,7,1,8
2020-04-01,Lithuania,2789533.0,44,566,581,0,7,0,8
2020-04-02,Lithuania,2789533.0,68,633,649,0,7,1,9
2020-01-22,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-01-23,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-01-24,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-01-25,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-01-26,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-01-27,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-01-28,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-01-29,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-01-30,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-01-31,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-01,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-02,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-03,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-04,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-05,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-06,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-07,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-08,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-09,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-10,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-11,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-12,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-13,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-14,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-15,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-16,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-17,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-18,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-19,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-20,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-21,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-22,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-23,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-24,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-25,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-26,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-27,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-28,Luxembourg,607728.0,0,0,0,0,0,0,0
2020-02-29,Luxembourg,607728.0,1,1,1,0,0,0,0
2020-03-01,Luxembourg,607728.0,0,1,1,0,0,0,0
2020-03-02,Luxembourg,607728.0,0,1,1,0,0,0,0
2020-03-03,Luxembourg,607728.0,0,1,1,0,0,0,0
2020-03-04,Luxembourg,607728.0,0,1,1,0,0,0,0
2020-03-05,Luxembourg,607728.0,0,1,1,0,0,0,0
2020-03-06,Luxembourg,607728.0,1,2,2,0,0,0,0
2020-03-07,Luxembourg,607728.0,0,2,2,0,0,0,0
2020-03-08,Luxembourg,607728.0,1,3,3,0,0,0,0
2020-03-09,Luxembourg,607728.0,0,3,3,0,0,0,0
2020-03-10,Luxembourg,607728.0,2,5,5,0,0,0,0
2020-03-11,Luxembourg,607728.0,2,7,7,0,0,0,0
2020-03-12,Luxembourg,607728.0,12,19,19,0,0,0,0
2020-03-13,Luxembourg,607728.0,15,34,34,0,0,0,0
2020-03-14,Luxembourg,607728.0,17,50,51,0,0,1,1
2020-03-15,Luxembourg,607728.0,8,58,59,0,0,0,1
2020-03-16,Luxembourg,607728.0,18,76,77,0,0,0,1
2020-03-17,Luxembourg,607728.0,63,139,140,0,0,0,1
2020-03-18,Luxembourg,607728.0,63,201,203,0,0,1,2
2020-03-19,Luxembourg,607728.0,132,331,335,0,0,2,4
2020-03-20,Luxembourg,607728.0,149,480,484,0,0,0,4
2020-03-21,Luxembourg,607728.0,186,662,670,0,0,4,8
2020-03-22,Luxembourg,607728.0,128,784,798,6,6,0,8
2020-03-23,Luxembourg,607728.0,77,861,875,0,6,0,8
2020-03-24,Luxembourg,607728.0,224,1085,1099,0,6,0,8
2020-03-25,Luxembourg,607728.0,234,1319,1333,0,6,0,8
2020-03-26,Luxembourg,607728.0,120,1438,1453,0,6,1,9
2020-03-27,Luxembourg,607728.0,152,1550,1605,34,40,6,15
2020-03-28,Luxembourg,607728.0,226,1773,1831,0,40,3,18
2020-03-29,Luxembourg,607728.0,119,1889,1950,0,40,3,21
2020-03-30,Luxembourg,607728.0,38,1926,1988,0,40,1,22
2020-03-31,Luxembourg,607728.0,190,2075,2178,40,80,1,23
2020-04-01,Luxembourg,607728.0,141,2210,2319,0,80,6,29
2020-04-02,Luxembourg,607728.0,168,2377,2487,0,80,1,30
2020-01-22,MS Zaandam,,0,0,0,0,0,0,0
2020-01-23,MS Zaandam,,0,0,0,0,0,0,0
2020-01-24,MS Zaandam,,0,0,0,0,0,0,0
2020-01-25,MS Zaandam,,0,0,0,0,0,0,0
2020-01-26,MS Zaandam,,0,0,0,0,0,0,0
2020-01-27,MS Zaandam,,0,0,0,0,0,0,0
2020-01-28,MS Zaandam,,0,0,0,0,0,0,0
2020-01-29,MS Zaandam,,0,0,0,0,0,0,0
2020-01-30,MS Zaandam,,0,0,0,0,0,0,0
2020-01-31,MS Zaandam,,0,0,0,0,0,0,0
2020-02-01,MS Zaandam,,0,0,0,0,0,0,0
2020-02-02,MS Zaandam,,0,0,0,0,0,0,0
2020-02-03,MS Zaandam,,0,0,0,0,0,0,0
2020-02-04,MS Zaandam,,0,0,0,0,0,0,0
2020-02-05,MS Zaandam,,0,0,0,0,0,0,0
2020-02-06,MS Zaandam,,0,0,0,0,0,0,0
2020-02-07,MS Zaandam,,0,0,0,0,0,0,0
2020-02-08,MS Zaandam,,0,0,0,0,0,0,0
2020-02-09,MS Zaandam,,0,0,0,0,0,0,0
2020-02-10,MS Zaandam,,0,0,0,0,0,0,0
2020-02-11,MS Zaandam,,0,0,0,0,0,0,0
2020-02-12,MS Zaandam,,0,0,0,0,0,0,0
2020-02-13,MS Zaandam,,0,0,0,0,0,0,0
2020-02-14,MS Zaandam,,0,0,0,0,0,0,0
2020-02-15,MS Zaandam,,0,0,0,0,0,0,0
2020-02-16,MS Zaandam,,0,0,0,0,0,0,0
2020-02-17,MS Zaandam,,0,0,0,0,0,0,0
2020-02-18,MS Zaandam,,0,0,0,0,0,0,0
2020-02-19,MS Zaandam,,0,0,0,0,0,0,0
2020-02-20,MS Zaandam,,0,0,0,0,0,0,0
2020-02-21,MS Zaandam,,0,0,0,0,0,0,0
2020-02-22,MS Zaandam,,0,0,0,0,0,0,0
2020-02-23,MS Zaandam,,0,0,0,0,0,0,0
2020-02-24,MS Zaandam,,0,0,0,0,0,0,0
2020-02-25,MS Zaandam,,0,0,0,0,0,0,0
2020-02-26,MS Zaandam,,0,0,0,0,0,0,0
2020-02-27,MS Zaandam,,0,0,0,0,0,0,0
2020-02-28,MS Zaandam,,0,0,0,0,0,0,0
2020-02-29,MS Zaandam,,0,0,0,0,0,0,0
2020-03-01,MS Zaandam,,0,0,0,0,0,0,0
2020-03-02,MS Zaandam,,0,0,0,0,0,0,0
2020-03-03,MS Zaandam,,0,0,0,0,0,0,0
2020-03-04,MS Zaandam,,0,0,0,0,0,0,0
2020-03-05,MS Zaandam,,0,0,0,0,0,0,0
2020-03-06,MS Zaandam,,0,0,0,0,0,0,0
2020-03-07,MS Zaandam,,0,0,0,0,0,0,0
2020-03-08,MS Zaandam,,0,0,0,0,0,0,0
2020-03-09,MS Zaandam,,0,0,0,0,0,0,0
2020-03-10,MS Zaandam,,0,0,0,0,0,0,0
2020-03-11,MS Zaandam,,0,0,0,0,0,0,0
2020-03-12,MS Zaandam,,0,0,0,0,0,0,0
2020-03-13,MS Zaandam,,0,0,0,0,0,0,0
2020-03-14,MS Zaandam,,0,0,0,0,0,0,0
2020-03-15,MS Zaandam,,0,0,0,0,0,0,0
2020-03-16,MS Zaandam,,0,0,0,0,0,0,0
2020-03-17,MS Zaandam,,0,0,0,0,0,0,0
2020-03-18,MS Zaandam,,0,0,0,0,0,0,0
2020-03-19,MS Zaandam,,0,0,0,0,0,0,0
2020-03-20,MS Zaandam,,0,0,0,0,0,0,0
2020-03-21,MS Zaandam,,0,0,0,0,0,0,0
2020-03-22,MS Zaandam,,0,0,0,0,0,0,0
2020-03-23,MS Zaandam,,0,0,0,0,0,0,0
2020-03-24,MS Zaandam,,0,0,0,0,0,0,0
2020-03-25,MS Zaandam,,0,0,0,0,0,0,0
2020-03-26,MS Zaandam,,0,0,0,0,0,0,0
2020-03-27,MS Zaandam,,0,0,0,0,0,0,0
2020-03-28,MS Zaandam,,2,2,2,0,0,0,0
2020-03-29,MS Zaandam,,0,2,2,0,0,0,0
2020-03-30,MS Zaandam,,0,2,2,0,0,0,0
2020-03-31,MS Zaandam,,0,2,2,0,0,0,0
2020-04-01,MS Zaandam,,7,7,9,0,0,2,2
2020-04-02,MS Zaandam,,0,7,9,0,0,0,2
2020-01-22,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-01-23,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-01-24,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-01-25,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-01-26,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-01-27,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-01-28,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-01-29,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-01-30,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-01-31,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-01,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-02,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-03,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-04,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-05,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-06,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-07,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-08,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-09,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-10,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-11,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-12,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-13,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-14,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-15,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-16,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-17,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-18,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-19,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-20,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-21,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-22,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-23,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-24,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-25,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-26,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-27,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-28,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-02-29,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-03-01,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-03-02,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-03-03,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-03-04,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-03-05,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-03-06,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-03-07,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-03-08,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-03-09,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-03-10,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-03-11,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-03-12,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-03-13,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-03-14,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-03-15,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-03-16,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-03-17,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-03-18,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-03-19,Madagascar,26262368.0,0,0,0,0,0,0,0
2020-03-20,Madagascar,26262368.0,3,3,3,0,0,0,0
2020-03-21,Madagascar,26262368.0,0,3,3,0,0,0,0
2020-03-22,Madagascar,26262368.0,0,3,3,0,0,0,0
2020-03-23,Madagascar,26262368.0,9,12,12,0,0,0,0
2020-03-24,Madagascar,26262368.0,5,17,17,0,0,0,0
2020-03-25,Madagascar,26262368.0,2,19,19,0,0,0,0
2020-03-26,Madagascar,26262368.0,4,23,23,0,0,0,0
2020-03-27,Madagascar,26262368.0,3,26,26,0,0,0,0
2020-03-28,Madagascar,26262368.0,0,26,26,0,0,0,0
2020-03-29,Madagascar,26262368.0,13,39,39,0,0,0,0
2020-03-30,Madagascar,26262368.0,4,43,43,0,0,0,0
2020-03-31,Madagascar,26262368.0,14,57,57,0,0,0,0
2020-04-01,Madagascar,26262368.0,0,57,57,0,0,0,0
2020-04-02,Madagascar,26262368.0,2,59,59,0,0,0,0
2020-01-22,Malaysia,31528585.0,0,0,0,0,0,0,0
2020-01-23,Malaysia,31528585.0,0,0,0,0,0,0,0
2020-01-24,Malaysia,31528585.0,0,0,0,0,0,0,0
2020-01-25,Malaysia,31528585.0,3,3,3,0,0,0,0
2020-01-26,Malaysia,31528585.0,1,4,4,0,0,0,0
2020-01-27,Malaysia,31528585.0,0,4,4,0,0,0,0
2020-01-28,Malaysia,31528585.0,0,4,4,0,0,0,0
2020-01-29,Malaysia,31528585.0,3,7,7,0,0,0,0
2020-01-30,Malaysia,31528585.0,1,8,8,0,0,0,0
2020-01-31,Malaysia,31528585.0,0,8,8,0,0,0,0
2020-02-01,Malaysia,31528585.0,0,8,8,0,0,0,0
2020-02-02,Malaysia,31528585.0,0,8,8,0,0,0,0
2020-02-03,Malaysia,31528585.0,0,8,8,0,0,0,0
2020-02-04,Malaysia,31528585.0,2,10,10,0,0,0,0
2020-02-05,Malaysia,31528585.0,2,12,12,0,0,0,0
2020-02-06,Malaysia,31528585.0,0,12,12,0,0,0,0
2020-02-07,Malaysia,31528585.0,0,11,12,1,1,0,0
2020-02-08,Malaysia,31528585.0,4,15,16,0,1,0,0
2020-02-09,Malaysia,31528585.0,0,15,16,0,1,0,0
2020-02-10,Malaysia,31528585.0,2,17,18,0,1,0,0
2020-02-11,Malaysia,31528585.0,0,15,18,2,3,0,0
2020-02-12,Malaysia,31528585.0,0,15,18,0,3,0,0
2020-02-13,Malaysia,31528585.0,1,16,19,0,3,0,0
2020-02-14,Malaysia,31528585.0,0,16,19,0,3,0,0
2020-02-15,Malaysia,31528585.0,3,15,22,4,7,0,0
2020-02-16,Malaysia,31528585.0,0,15,22,0,7,0,0
2020-02-17,Malaysia,31528585.0,0,15,22,0,7,0,0
2020-02-18,Malaysia,31528585.0,0,9,22,6,13,0,0
2020-02-19,Malaysia,31528585.0,0,7,22,2,15,0,0
2020-02-20,Malaysia,31528585.0,0,7,22,0,15,0,0
2020-02-21,Malaysia,31528585.0,0,7,22,0,15,0,0
2020-02-22,Malaysia,31528585.0,0,7,22,0,15,0,0
2020-02-23,Malaysia,31528585.0,0,7,22,0,15,0,0
2020-02-24,Malaysia,31528585.0,0,4,22,3,18,0,0
2020-02-25,Malaysia,31528585.0,0,4,22,0,18,0,0
2020-02-26,Malaysia,31528585.0,0,4,22,0,18,0,0
2020-02-27,Malaysia,31528585.0,1,5,23,0,18,0,0
2020-02-28,Malaysia,31528585.0,0,5,23,0,18,0,0
2020-02-29,Malaysia,31528585.0,2,7,25,0,18,0,0
2020-03-01,Malaysia,31528585.0,4,11,29,0,18,0,0
2020-03-02,Malaysia,31528585.0,0,11,29,0,18,0,0
2020-03-03,Malaysia,31528585.0,7,14,36,4,22,0,0
2020-03-04,Malaysia,31528585.0,14,28,50,0,22,0,0
2020-03-05,Malaysia,31528585.0,0,28,50,0,22,0,0
2020-03-06,Malaysia,31528585.0,33,61,83,0,22,0,0
2020-03-07,Malaysia,31528585.0,10,70,93,1,23,0,0
2020-03-08,Malaysia,31528585.0,6,75,99,1,24,0,0
2020-03-09,Malaysia,31528585.0,18,93,117,0,24,0,0
2020-03-10,Malaysia,31528585.0,12,105,129,0,24,0,0
2020-03-11,Malaysia,31528585.0,20,123,149,2,26,0,0
2020-03-12,Malaysia,31528585.0,0,123,149,0,26,0,0
2020-03-13,Malaysia,31528585.0,48,171,197,0,26,0,0
2020-03-14,Malaysia,31528585.0,41,203,238,9,35,0,0
2020-03-15,Malaysia,31528585.0,190,386,428,7,42,0,0
2020-03-16,Malaysia,31528585.0,138,524,566,0,42,0,0
2020-03-17,Malaysia,31528585.0,107,622,673,7,49,2,2
2020-03-18,Malaysia,31528585.0,117,728,790,11,60,0,2
2020-03-19,Malaysia,31528585.0,110,823,900,15,75,0,2
2020-03-20,Malaysia,31528585.0,130,940,1030,12,87,1,3
2020-03-21,Malaysia,31528585.0,153,1065,1183,27,114,1,4
2020-03-22,Malaysia,31528585.0,123,1157,1306,25,139,6,10
2020-03-23,Malaysia,31528585.0,212,1365,1518,0,139,4,14
2020-03-24,Malaysia,31528585.0,106,1425,1624,44,183,2,16
2020-03-25,Malaysia,31528585.0,172,1577,1796,16,199,4,20
2020-03-26,Malaysia,31528585.0,235,1793,2031,16,215,3,23
2020-03-27,Malaysia,31528585.0,130,1876,2161,44,259,3,26
2020-03-28,Malaysia,31528585.0,159,1973,2320,61,320,1,27
2020-03-29,Malaysia,31528585.0,150,2047,2470,68,388,8,35
2020-03-30,Malaysia,31528585.0,156,2110,2626,91,479,2,37
2020-03-31,Malaysia,31528585.0,140,2186,2766,58,537,6,43
2020-04-01,Malaysia,31528585.0,142,2218,2908,108,645,2,45
2020-04-02,Malaysia,31528585.0,208,2299,3116,122,767,5,50
2020-01-22,Maldives,515696.0,0,0,0,0,0,0,0
2020-01-23,Maldives,515696.0,0,0,0,0,0,0,0
2020-01-24,Maldives,515696.0,0,0,0,0,0,0,0
2020-01-25,Maldives,515696.0,0,0,0,0,0,0,0
2020-01-26,Maldives,515696.0,0,0,0,0,0,0,0
2020-01-27,Maldives,515696.0,0,0,0,0,0,0,0
2020-01-28,Maldives,515696.0,0,0,0,0,0,0,0
2020-01-29,Maldives,515696.0,0,0,0,0,0,0,0
2020-01-30,Maldives,515696.0,0,0,0,0,0,0,0
2020-01-31,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-01,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-02,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-03,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-04,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-05,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-06,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-07,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-08,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-09,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-10,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-11,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-12,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-13,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-14,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-15,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-16,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-17,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-18,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-19,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-20,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-21,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-22,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-23,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-24,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-25,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-26,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-27,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-28,Maldives,515696.0,0,0,0,0,0,0,0
2020-02-29,Maldives,515696.0,0,0,0,0,0,0,0
2020-03-01,Maldives,515696.0,0,0,0,0,0,0,0
2020-03-02,Maldives,515696.0,0,0,0,0,0,0,0
2020-03-03,Maldives,515696.0,0,0,0,0,0,0,0
2020-03-04,Maldives,515696.0,0,0,0,0,0,0,0
2020-03-05,Maldives,515696.0,0,0,0,0,0,0,0
2020-03-06,Maldives,515696.0,0,0,0,0,0,0,0
2020-03-07,Maldives,515696.0,0,0,0,0,0,0,0
2020-03-08,Maldives,515696.0,4,4,4,0,0,0,0
2020-03-09,Maldives,515696.0,0,4,4,0,0,0,0
2020-03-10,Maldives,515696.0,2,6,6,0,0,0,0
2020-03-11,Maldives,515696.0,2,8,8,0,0,0,0
2020-03-12,Maldives,515696.0,0,8,8,0,0,0,0
2020-03-13,Maldives,515696.0,1,9,9,0,0,0,0
2020-03-14,Maldives,515696.0,1,10,10,0,0,0,0
2020-03-15,Maldives,515696.0,3,13,13,0,0,0,0
2020-03-16,Maldives,515696.0,0,13,13,0,0,0,0
2020-03-17,Maldives,515696.0,0,13,13,0,0,0,0
